Id,Day,ETH,BTC
01726000-CE05-4E4F-846F-FCEBD0D0612B,11/05/17 12:00 AM,18.7066666666667,0.813333333333333
02023EBA-12ED-4B50-8245-FD2740C71E7E,11/05/17 12:00 AM,15.2,0.660869565217391
02C4A18C-9D4F-4EF4-8A92-CD109F6661A7,11/05/17 12:00 AM,3.41333333333333,0.148405797101449
02FE3AD6-0EAE-4AAB-B028-C945F15131B4,11/05/17 12:00 AM,3.28666666666667,0.142898550724638
045B8B7E-62A4-44CA-8DB7-2BE83D12D5D4,11/05/17 12:00 AM,2.19,0.095217391304348
052A4175-4514-49E1-9EE1-AA375D9DADAC,11/05/17 12:00 AM,9.18,0.399130434782609
06229FBC-10F6-4C4D-B3DD-A490751FD4DF,11/05/17 12:00 AM,1.52333333333333,0.066231884057971
06408087-4465-455B-B99B-5A5961044C73,11/05/17 12:00 AM,5.14666666666667,0.223768115942029
06B2FF63-EA44-45C6-B56F-09F06CC39E80,11/05/17 12:00 AM,2.25,0.097826086956522
08898938-4FD2-4BE5-9FEE-F525C70EF683,11/05/17 12:00 AM,4.68333333333333,0.203623188405797
08962C85-59BD-47E5-BD46-13EC62AE2AA4,11/05/17 12:00 AM,2.49666666666667,0.108550724637681
08E349AA-6847-49D7-92EA-B980F50AB17B,11/05/17 12:00 AM,2.32333333333333,0.101014492753623
092402BE-2F13-47B1-9456-A1CA2AD5BFF2,11/05/17 12:00 AM,0.35,0.015217391304348
0A4AF67A-673B-42BE-90FB-96FC6441A88E,11/05/17 12:00 AM,1.9,0.082608695652174
0AFBA29D-C9B5-43D9-94B0-513B1A017AE5,11/05/17 12:00 AM,8.8,0.382608695652174
0B2C397A-BEC9-4AC8-B945-A3C614C49676,11/05/17 12:00 AM,5.23333333333333,0.227536231884058
0BD872CC-DDDA-4513-AE37-AB32141A54C0,11/05/17 12:00 AM,0.356666666666667,0.015507246376812
0C19421A-E7A3-477A-8E63-6EFADA1AE019,11/05/17 12:00 AM,5.3,0.230434782608696
0D7CDBCC-BE75-4ED9-AA25-85F6C9012B3C,11/11/17 12:02 AM,0.353333333333333,0.01536231884058
0D8E3A5B-62D6-4491-964D-65EE70CB0418,11/11/17 12:26 AM,2.48333333333333,0.107971014492754
0DDD8408-4503-4336-B535-3CB0BEF42C44,11/11/17 12:26 AM,0.026666666666667,0.001159420289855
0EB78C37-BEC5-4235-9142-5E5497ACD0FC,11/11/17 12:40 AM,0.403333333333333,0.017536231884058
0F8BFE53-BC13-450F-B8E1-20B27E550B2E,11/11/17 12:54 AM,0.323333333333333,0.014057971014493
10949F11-381F-47F7-B2F1-AC1EEE7176FB,11/11/17 02:27 AM,0.346666666666667,0.015072463768116
12DB2390-E137-47DD-AF97-054091E8F313,11/11/17 03:54 AM,2.63,0.114347826086957
1324A47F-567B-4D8C-B837-B808D3C94021,11/11/17 04:04 AM,0.173333333333333,0.007536231884058
14774558-B43D-4998-B6CD-BDA900D88A5A,11/11/17 04:26 AM,3.49,0.151739130434783
14818751-1089-4E95-A3CC-3467EEBE70C0,11/11/17 04:31 AM,1.92333333333333,0.083623188405797
15748B68-56B9-4F16-851D-076644F5BE1C,11/11/17 04:43 AM,0.95,0.041304347826087
15B74F92-D0B6-4397-9B29-14A12D345EAA,11/11/17 04:49 AM,0.053333333333333,0.00231884057971
16D19FE9-F62E-4F7F-85B3-535F0EDDEC1D,11/11/17 04:58 AM,3.25333333333333,0.141449275362319
19B08127-A1E2-4C80-A67E-34421EEF080C,11/11/17 05:03 AM,3.58,0.155652173913043
1A49AACC-D173-4779-9A24-56950B6CEF25,11/11/17 05:12 AM,0.183333333333333,0.007971014492754
1BFF8095-2A57-44A4-ABDE-E6499B5ED752,11/11/17 05:43 AM,1.99,0.086521739130435
1C77BC37-170A-40D5-A14D-A7DD19132080,11/11/17 05:45 AM,1.71,0.074347826086957
1D864844-148E-4425-942C-CCAA7E1BCF1B,11/11/17 07:04 AM,0.596666666666667,0.025942028985507
1F3B9317-8688-428D-8224-29D98BA4771E,11/11/17 07:27 AM,0.323333333333333,0.014057971014493
